iter	Accuracy	MultiClass
933	0.7311068294	1.120970265
934	0.7317490901	1.120081985
935	0.7315350032	1.119804732
936	0.7315350032	1.119045771
937	0.7315350032	1.118534084
938	0.7317490901	1.117621698
939	0.731963177	1.116900313
940	0.7328195247	1.1164613
941	0.7330336116	1.115864904
942	0.7330336116	1.11544101
943	0.7332476986	1.11474342
944	0.7332476986	1.114095535
945	0.7328195247	1.113857546
946	0.7336758724	1.113122436
947	0.7336758724	1.112297892
948	0.7336758724	1.111947245
949	0.7343181332	1.111238146
950	0.7341040462	1.111033865
951	0.7349603939	1.110460591
952	0.7345322201	1.109785981
953	0.734746307	1.109517067
954	0.7345322201	1.108613517
955	0.7338899593	1.10829086
956	0.7336758724	1.107762606
957	0.7341040462	1.106978843
958	0.7341040462	1.106059798
959	0.7349603939	1.105545527
960	0.7353885678	1.104874902
961	0.7351744808	1.104446226
962	0.7356026547	1.103900457
963	0.7364590024	1.103348201
964	0.7368871762	1.102117386
965	0.7368871762	1.101242496
966	0.7368871762	1.100778069
967	0.7362449154	1.100386046
968	0.7364590024	1.099482234
969	0.7371012631	1.098961751
970	0.7379576108	1.098248264
971	0.7379576108	1.09768245
972	0.7377435239	1.097180036
973	0.7377435239	1.096679597
974	0.7379576108	1.096137183
975	0.7388139585	1.095744588
976	0.7394562192	1.095045804
977	0.7396703061	1.094505926
978	0.7392421323	1.093874966
979	0.7403125669	1.093318971
980	0.7405266538	1.092574502
981	0.7403125669	1.091921606
982	0.7403125669	1.091198545
983	0.7403125669	1.090910637
984	0.7403125669	1.090001843
985	0.7407407407	1.089367724
986	0.7405266538	1.088666742
987	0.7411689146	1.088090945
988	0.7415970884	1.087655847
989	0.7407407407	1.087353746
990	0.7409548277	1.087237241
991	0.7415970884	1.086618424
992	0.7422393492	1.08564949
993	0.7422393492	1.085123765
994	0.7424534361	1.08478867
995	0.7428816099	1.084231336
996	0.742667523	1.083985407
997	0.742667523	1.083401974
998	0.7430956969	1.082698229
999	0.7433097838	1.082461928
